customer_id,historical_on_time_ratio,avg_delay_days,repayment_consistency,partial_payment_frequency,prior_delayed_invoice_count,payment_after_followup_count,total_invoices,deterioration_trend,transaction_success_failure_pattern,invoice_acknowledgement_encoded,behavior_class
CUST-BEH-06795,0.9672,1.63,0.8518,0.6974,34,3,77,-0.3673,0.1694,0,0
CUST-BEH-06796,0.8663,77.56,0.4686,0.3337,12,7,21,-0.2894,0.141,2,4
CUST-BEH-06797,0.4707,26.89,0.4007,0.1433,9,9,35,-0.3584,0.0461,2,1
CUST-BEH-06798,0.2707,1.6,0.7449,0.5313,9,10,21,0.3571,0.2419,0,3
CUST-BEH-06799,0.8276,10.44,0.2292,0.54,4,2,11,0.4195,0.0846,0,1
CUST-BEH-06800,0.5663,9.35,0.7765,0.3622,12,4,65,0.3321,0.0961,0,1
CUST-BEH-06801,0.7443,11.33,0.2104,0.1968,7,4,14,-0.0351,0.1504,0,1
CUST-BEH-06802,0.5027,3.7,0.6521,0.3812,1,4,11,0.3729,0.0308,0,1
CUST-BEH-06803,0.4744,13.38,0.4858,0.21,16,9,54,-0.356,0.2379,3,1
CUST-BEH-06804,0.4367,15.91,0.8097,0.0487,9,4,17,0.3314,0.3082,1,1
CUST-BEH-06805,0.7161,36.51,0.7221,0.2039,6,0,11,-0.367,0.1535,0,4
CUST-BEH-06806,0.4758,14.88,0.4844,0.2542,25,21,55,0.3077,0.4217,0,5
CUST-BEH-06807,0.7605,11.63,0.8979,0.1909,21,8,55,0.4122,0.1813,0,1
CUST-BEH-06808,0.933,34.6,0.8793,0.2604,26,29,64,-0.008,0.3024,0,4
CUST-BEH-06809,0.5981,47.63,0.736,0.2388,25,10,59,0.1756,0.4094,2,4
CUST-BEH-06810,0.9614,3.2,0.3685,0.298,4,3,24,0.2502,0.2163,0,0
CUST-BEH-06811,0.6631,5.35,0.8532,0.1894,6,8,33,-0.3329,0.0783,0,1
CUST-BEH-06812,0.4824,8.16,0.3834,0.4048,10,9,28,0.4171,0.1751,0,3
CUST-BEH-06813,0.2212,18.84,0.5905,0.2122,3,1,18,-0.1891,0.1015,0,4
CUST-BEH-06814,0.3938,13.83,0.8283,0.1807,11,7,54,0.3901,0.1414,0,1
CUST-BEH-06815,0.7818,6.49,0.4165,0.0672,10,8,38,0.3553,0.0891,2,1
CUST-BEH-06816,0.7542,27.83,0.7996,0.3732,7,29,69,-0.2219,0.3632,0,1
CUST-BEH-06817,0.5407,17.02,0.4246,0.05,11,13,78,0.3202,0.2072,3,1
CUST-BEH-06818,0.5003,24.82,0.578,0.2461,4,2,8,0.2626,0.2622,1,1
CUST-BEH-06819,0.783,17.08,0.497,0.0625,20,7,63,-0.1665,0.1022,0,1
CUST-BEH-06820,0.9097,1.54,0.4571,0.0466,10,8,25,-0.2737,0.1187,0,0
CUST-BEH-06821,0.8244,17.71,0.8461,0.1401,38,3,65,0.4648,0.2787,0,1
CUST-BEH-06822,0.9673,1.45,0.402,0.3044,28,3,57,0.1762,0.0856,1,0
CUST-BEH-06823,0.1866,6.05,0.8418,0.12,3,3,8,-0.0539,0.3655,0,4
CUST-BEH-06824,0.4618,24.55,0.5605,0.068,4,4,11,0.0282,0.223,0,1
CUST-BEH-06825,0.7726,0.73,0.4577,0.2509,11,2,26,-0.3447,0.2665,0,1
CUST-BEH-06826,0.9432,2.42,0.7077,0.0507,18,10,69,0.1824,0.2173,3,0
CUST-BEH-06827,0.5059,26.04,0.4586,0.2363,11,9,21,0.3225,0.6266,1,5
CUST-BEH-06828,0.5915,8.44,0.665,0.4383,17,12,30,-0.3784,0.1241,0,3
CUST-BEH-06829,0.4629,16.36,0.413,0.1891,10,11,43,0.2602,0.1374,0,1
CUST-BEH-06830,0.6063,12.43,0.5442,0.2302,4,4,10,0.4084,0.6937,0,5
CUST-BEH-06831,0.4831,21.61,0.5473,0.3785,24,19,49,0.4331,0.6664,1,5
CUST-BEH-06832,0.634,27.8,0.2752,0.0449,5,3,38,0.0515,0.2737,2,1
CUST-BEH-06833,0.5848,5.85,0.6165,0.3003,4,30,61,0.3548,0.3895,0,1
CUST-BEH-06834,0.4977,20.28,0.2504,0.2174,21,27,61,0.1742,0.5297,0,5
CUST-BEH-06835,0.4433,19.92,0.2197,0.3571,0,0,3,0.0896,0.0879,0,1
CUST-BEH-06836,0.5118,15.0,0.2323,0.1684,33,24,60,0.2809,0.2384,2,1
CUST-BEH-06837,0.5456,13.91,0.4743,0.4783,3,0,36,0.4351,0.2444,0,3
CUST-BEH-06838,0.2571,14.83,0.6502,0.1206,7,9,19,0.3838,0.1339,2,4
CUST-BEH-06839,0.3374,4.12,0.9097,0.173,20,22,46,0.2271,0.5206,1,4
CUST-BEH-06840,0.7932,41.65,0.7622,0.384,22,5,75,0.0431,0.1425,1,4
CUST-BEH-06841,0.516,5.86,0.845,0.0715,1,0,4,0.0674,0.2086,1,1
CUST-BEH-06842,0.8864,0.77,0.7003,0.2923,23,2,42,-0.1096,0.2978,0,0
CUST-BEH-06843,0.7942,17.67,0.8127,0.3323,15,25,68,-0.0605,0.6084,1,1
CUST-BEH-06844,0.5448,12.88,0.5932,0.0534,1,0,6,-0.3947,0.0847,0,1
CUST-BEH-06845,0.9393,1.95,0.8349,0.1846,6,3,18,-0.3088,0.2172,0,0
CUST-BEH-06846,0.9405,3.51,0.691,0.2476,2,1,6,0.0813,0.0956,1,0
CUST-BEH-06847,0.9329,2.54,0.838,0.4413,14,29,73,0.4597,0.0133,1,0
CUST-BEH-06848,0.7962,8.55,0.4073,0.4609,13,7,28,-0.2601,0.1101,0,1
CUST-BEH-06849,0.4034,17.11,0.2523,0.1847,18,12,32,0.392,0.6704,0,5
CUST-BEH-06850,0.9808,2.17,0.6243,0.1969,16,26,54,0.3672,0.1432,0,0
CUST-BEH-06851,0.3348,9.41,0.6357,0.3828,11,17,61,0.0511,0.2364,0,4
CUST-BEH-06852,0.3726,7.57,0.4947,0.3042,11,9,53,0.2995,0.1685,2,1
CUST-BEH-06853,0.4061,11.42,0.8358,0.197,37,29,70,-0.2536,0.0801,2,1
CUST-BEH-06854,0.544,16.91,0.7708,0.6091,4,2,45,-0.2426,0.2754,3,3
CUST-BEH-06855,0.9707,0.85,0.5264,0.1485,36,3,62,-0.0615,0.4449,0,0
CUST-BEH-06856,0.7818,23.69,0.9841,0.0467,24,28,69,0.307,0.0588,2,1
CUST-BEH-06857,0.8086,7.24,0.2533,0.1404,17,27,56,-0.3801,0.1413,0,1
CUST-BEH-06858,0.7515,17.29,0.7175,0.1369,41,20,80,-0.3495,0.2984,0,1
CUST-BEH-06859,0.5839,22.46,0.4505,0.1718,45,30,67,0.29,0.4991,1,5
CUST-BEH-06860,0.3282,7.84,0.4917,0.1041,27,1,61,-0.2576,0.2178,2,4
CUST-BEH-06861,0.5119,13.1,0.7811,0.1363,3,1,14,0.3989,0.2081,2,1
CUST-BEH-06862,0.3393,11.04,0.5311,0.2381,5,26,52,-0.0985,0.4838,0,2
CUST-BEH-06863,0.278,5.28,0.8541,0.3181,17,18,64,0.3963,0.2065,0,4
CUST-BEH-06864,0.9297,3.56,0.4795,0.1164,6,1,25,0.253,0.3297,0,0
CUST-BEH-06865,0.373,16.66,0.5601,0.1952,8,7,30,0.374,0.1449,1,1
CUST-BEH-06866,0.7725,11.97,0.0503,0.4996,5,3,24,0.0569,0.0617,0,1
CUST-BEH-06867,0.3862,14.9,0.8869,0.0084,23,3,70,0.1749,0.0841,0,1
CUST-BEH-06868,0.7497,3.94,0.7129,0.2095,13,40,80,-0.3598,0.1495,2,1
CUST-BEH-06869,0.6422,23.99,0.6431,0.3299,3,2,7,-0.0027,0.1438,1,1
CUST-BEH-06870,0.6445,8.84,0.99,0.1689,40,36,77,-0.031,0.1517,1,1
CUST-BEH-06871,0.5796,7.98,0.454,0.2537,19,17,47,0.2694,0.1416,0,1
CUST-BEH-06872,0.2692,29.37,0.2904,0.2949,9,6,23,0.388,0.0433,1,4
CUST-BEH-06873,0.4702,23.0,0.6766,0.2498,13,9,47,-0.1318,0.1624,1,1
CUST-BEH-06874,0.3609,13.03,0.8626,0.4465,13,8,64,0.3414,0.1764,0,3
CUST-BEH-06875,0.491,23.06,0.5402,0.3516,21,17,39,0.1713,0.4014,0,5
CUST-BEH-06876,0.7118,13.68,0.6157,0.0355,8,13,24,-0.3285,0.2341,0,1
CUST-BEH-06877,0.5526,29.7,0.6592,0.1214,10,14,37,-0.1107,0.1106,0,1
CUST-BEH-06878,0.4612,18.74,0.33,0.3491,4,0,23,0.011,0.2838,1,1
CUST-BEH-06879,0.8576,25.53,0.4818,0.2689,10,5,19,-0.1783,0.1962,3,1
CUST-BEH-06880,0.5845,33.88,0.7815,0.4358,4,1,10,-0.1457,0.1939,0,3
CUST-BEH-06881,0.4058,37.79,0.3689,0.242,1,1,3,0.3898,0.15,0,4
CUST-BEH-06882,0.3133,17.56,0.9605,0.2113,0,4,18,-0.1855,0.1825,1,4
CUST-BEH-06883,0.65,13.17,0.7195,0.0861,4,16,41,-0.3153,0.1868,1,1
CUST-BEH-06884,0.6021,16.84,0.3642,0.3493,13,12,29,0.4176,0.6707,2,5
CUST-BEH-06885,0.4151,8.42,0.2529,0.0575,12,5,21,-0.1198,0.2314,0,1
CUST-BEH-06886,0.5434,1.32,0.2493,0.029,2,7,18,0.0269,0.3374,1,1
CUST-BEH-06887,0.8387,9.06,0.7942,0.2045,9,13,35,-0.1037,0.0368,0,1
CUST-BEH-06888,0.2439,39.74,0.4591,0.0616,13,18,70,-0.1442,0.3502,2,4
CUST-BEH-06889,0.5279,18.35,0.2262,0.2995,14,10,28,0.401,0.6985,0,5
CUST-BEH-06890,0.5917,6.31,0.9064,0.1437,0,6,14,-0.199,0.2616,2,1
CUST-BEH-06891,0.3947,32.24,0.2529,0.187,34,29,63,0.2299,0.0469,0,4
CUST-BEH-06892,0.4655,11.44,0.3863,0.0254,3,3,10,0.0223,0.1348,0,1
CUST-BEH-06893,0.45,11.15,0.6027,0.3177,6,15,30,-0.0431,0.3001,0,2
CUST-BEH-06894,0.5285,22.78,0.332,0.1339,20,35,68,-0.1935,0.1105,0,2
CUST-BEH-06895,0.5795,21.74,0.9478,0.2574,11,7,22,0.0068,0.0708,0,1
CUST-BEH-06896,0.679,10.25,0.923,0.5231,32,6,80,0.1675,0.1214,0,1
CUST-BEH-06897,0.9376,1.1,0.83,0.5207,40,6,69,-0.1139,0.2013,1,0
CUST-BEH-06898,0.8224,13.87,0.3194,0.1343,1,2,10,-0.1737,0.0997,0,1
CUST-BEH-06899,0.5936,9.81,0.5049,0.0835,6,27,51,-0.3761,0.4557,0,2
CUST-BEH-06900,0.3263,8.01,0.5966,0.3927,33,24,63,-0.0297,0.0208,0,4
CUST-BEH-06901,0.651,9.08,0.5075,0.1936,10,17,68,-0.0199,0.031,2,1
CUST-BEH-06902,0.4425,13.1,0.778,0.4454,0,27,61,0.1471,0.1154,2,3
CUST-BEH-06903,0.1999,2.28,0.5374,0.3819,16,17,38,-0.3414,0.3203,0,4
CUST-BEH-06904,0.6456,15.04,0.6981,0.2982,19,15,76,0.4048,0.12,0,1
CUST-BEH-06905,0.7438,9.83,0.3682,0.13,0,5,42,0.3054,0.0368,2,1
CUST-BEH-06906,0.4814,14.63,0.4595,0.275,19,18,52,0.4467,0.6204,0,5
CUST-BEH-06907,0.9193,3.01,0.5749,0.4069,8,10,37,-0.3633,0.1645,2,0
CUST-BEH-06908,0.4752,3.99,0.1497,0.4826,6,19,42,-0.3151,0.5866,0,3
CUST-BEH-06909,0.5225,20.51,0.1158,0.3276,13,12,36,0.2782,0.0283,1,1
CUST-BEH-06910,0.4427,72.42,0.671,0.247,24,18,69,0.2857,0.1812,0,4
CUST-BEH-06911,0.9667,1.58,0.4098,0.1068,0,7,14,0.0911,0.179,0,0
CUST-BEH-06912,0.578,18.87,0.8002,0.2675,14,2,28,-0.1837,0.1847,0,1
CUST-BEH-06913,0.9772,1.24,0.3225,0.3557,9,9,24,-0.1099,0.5227,0,0
CUST-BEH-06914,0.4446,18.43,0.4679,0.1947,41,33,72,0.3476,0.7165,0,5
CUST-BEH-06915,0.5897,29.89,0.637,0.1396,22,6,66,-0.0791,0.3299,1,1
CUST-BEH-06916,0.499,7.55,0.6322,0.3157,31,34,70,0.0092,0.2289,0,1
CUST-BEH-06917,0.9072,14.95,0.6091,0.283,35,6,69,0.414,0.0601,3,1
CUST-BEH-06918,0.8054,6.44,0.4954,0.226,31,30,79,0.3845,0.3353,0,1
CUST-BEH-06919,0.5092,10.19,0.9262,0.1237,24,4,44,-0.0292,0.1954,0,1
CUST-BEH-06920,0.9079,3.61,0.5256,0.3365,19,8,50,0.2293,0.3018,1,0
CUST-BEH-06921,0.5787,5.41,0.6706,0.3517,4,27,67,-0.1827,0.4486,0,1
CUST-BEH-06922,0.4936,37.09,0.3725,0.4635,0,5,16,-0.2447,0.033,1,3
CUST-BEH-06923,0.8881,12.29,0.5243,0.1731,20,14,51,0.4086,0.1394,1,1
CUST-BEH-06924,0.3982,7.64,0.6407,0.7244,2,2,30,0.2451,0.1326,0,3
CUST-BEH-06925,0.3163,2.41,0.689,0.4281,16,10,71,0.0619,0.1971,0,3
CUST-BEH-06926,0.7471,26.82,0.7086,0.1014,33,1,74,-0.0252,0.0632,1,1
CUST-BEH-06927,0.5767,7.69,0.8836,0.1968,14,9,25,0.4121,0.3264,0,1
CUST-BEH-06928,0.6278,15.1,0.9381,0.2106,13,11,41,-0.3766,0.0798,0,1
CUST-BEH-06929,0.4913,6.89,0.8307,0.4969,7,10,40,0.28,0.1489,2,3
CUST-BEH-06930,0.4118,17.81,0.271,0.1586,7,8,19,0.2764,0.5995,0,5
CUST-BEH-06931,0.4296,26.68,0.4593,0.2045,11,8,19,0.3675,0.4244,0,5
CUST-BEH-06932,0.9649,3.66,0.1696,0.5705,37,29,69,0.366,0.0558,0,0
CUST-BEH-06933,0.5485,31.6,0.3724,0.4745,38,29,74,0.492,0.2236,0,3
CUST-BEH-06934,0.5785,25.04,0.4,0.3696,3,2,6,0.4208,0.6538,0,5
CUST-BEH-06935,0.4729,18.41,0.415,0.2682,25,19,53,0.4033,0.5556,1,5
CUST-BEH-06936,0.5097,7.91,0.9334,0.144,4,0,8,0.4812,0.1825,2,1
CUST-BEH-06937,0.5086,2.81,0.4786,0.2923,6,15,55,-0.3784,0.5933,3,1
CUST-BEH-06938,0.4851,23.39,0.478,0.16,11,10,26,0.3772,0.6385,2,5
CUST-BEH-06939,0.633,9.03,0.7622,0.4499,11,7,32,0.2613,0.254,2,3
CUST-BEH-06940,0.5528,7.71,0.6806,0.1009,30,37,69,-0.1167,0.2196,2,2
CUST-BEH-06941,0.5925,7.31,0.5441,0.0776,1,1,4,-0.0932,0.3268,2,1
CUST-BEH-06942,0.8688,15.07,0.6887,0.0946,12,5,24,-0.2939,0.0974,0,1
CUST-BEH-06943,0.7613,2.57,0.1174,0.3236,40,29,68,0.3087,0.2707,0,1
CUST-BEH-06944,0.7427,7.03,0.7622,0.1834,13,14,27,-0.3321,0.1704,1,1
CUST-BEH-06945,0.2779,11.44,0.1949,0.1959,19,16,45,0.2334,0.226,0,4
CUST-BEH-06946,0.9007,2.95,0.669,0.3829,29,37,76,-0.3925,0.0633,1,0
CUST-BEH-06947,0.7268,27.83,0.7885,0.3352,6,7,15,0.3946,0.1942,0,1
CUST-BEH-06948,0.48,13.76,0.2179,0.4271,8,10,30,-0.3723,0.1049,0,3
CUST-BEH-06949,0.8486,2.79,0.4315,0.2845,10,24,49,0.4628,0.208,0,1
CUST-BEH-06950,0.5003,8.2,0.4666,0.0884,2,2,8,0.1802,0.2816,0,1
CUST-BEH-06951,0.6001,17.33,0.8065,0.242,4,4,42,0.3858,0.144,0,1
CUST-BEH-06952,0.7974,2.08,0.5269,0.3926,10,0,36,-0.3118,0.0202,0,1
CUST-BEH-06953,0.1905,15.29,0.7707,0.431,31,39,76,0.2878,0.1006,1,2
CUST-BEH-06954,0.9006,2.98,0.312,0.4527,26,19,67,-0.0668,0.3252,2,0
CUST-BEH-06955,0.4797,15.3,0.7933,0.4892,0,1,3,0.0091,0.2309,0,3
CUST-BEH-06956,0.7067,12.95,0.5717,0.3663,12,19,76,0.0287,0.1868,0,1
CUST-BEH-06957,0.8808,11.23,0.7716,0.1642,3,5,11,0.1489,0.0818,0,1
CUST-BEH-06958,0.9502,0.61,0.1597,0.4691,37,6,72,0.4263,0.205,0,0
CUST-BEH-06959,0.7287,10.49,0.2366,0.4245,40,5,77,0.0808,0.3559,0,1
CUST-BEH-06960,0.4538,3.14,0.4361,0.1017,8,2,44,-0.3102,0.2464,1,1
CUST-BEH-06961,0.2341,18.64,0.211,0.4168,0,3,7,-0.3207,0.0711,0,3
CUST-BEH-06962,0.4089,17.85,0.5468,0.2416,23,21,55,0.2456,0.712,0,5
CUST-BEH-06963,0.7946,41.09,0.869,0.0684,33,35,80,-0.1314,0.0015,0,4
CUST-BEH-06964,0.4694,46.2,0.6524,0.434,9,6,37,-0.0691,0.0724,1,3
CUST-BEH-06965,0.9101,11.2,0.8954,0.1175,4,11,52,-0.1602,0.1589,0,1
CUST-BEH-06966,0.7935,7.36,0.6373,0.2379,3,9,55,-0.0668,0.1791,0,1
CUST-BEH-06967,0.1728,10.82,0.9348,0.3792,3,1,6,0.2645,0.1758,1,4
CUST-BEH-06968,0.3146,33.95,0.773,0.2416,20,1,40,-0.0319,0.3973,0,4
CUST-BEH-06969,0.5259,13.9,0.7754,0.0925,21,5,60,0.3462,0.3145,0,1
CUST-BEH-06970,0.4846,43.95,0.8721,0.3464,11,1,31,-0.0968,0.1009,1,4
CUST-BEH-06971,0.3776,10.35,0.5649,0.2731,3,10,21,0.055,0.1564,0,1
CUST-BEH-06972,0.9631,1.04,0.8675,0.407,10,0,22,0.4064,0.0949,2,0
CUST-BEH-06973,0.6566,7.86,0.5039,0.3591,4,2,25,0.4459,0.1812,2,1
CUST-BEH-06974,0.5515,22.15,0.335,0.3639,33,34,78,0.1966,0.434,0,5
CUST-BEH-06975,0.4337,31.07,0.2565,0.1796,14,10,27,0.0008,0.3367,1,4
CUST-BEH-06976,0.5433,13.3,0.3026,0.2424,39,22,68,-0.3193,0.2235,0,1
CUST-BEH-06977,0.1529,51.92,0.2937,0.331,22,18,42,-0.3125,0.5419,0,4
CUST-BEH-06978,0.9258,2.01,0.7747,0.1262,14,2,31,-0.3795,0.1485,0,0
CUST-BEH-06979,0.678,31.49,0.6388,0.1607,6,3,15,-0.2031,0.4583,0,4
CUST-BEH-06980,0.5907,9.99,0.4157,0.2393,11,10,42,0.4848,0.0965,0,1
CUST-BEH-06981,0.7247,40.7,0.3003,0.1272,0,1,18,-0.0887,0.1165,0,4
CUST-BEH-06982,0.6959,20.7,0.6043,0.35,4,6,42,-0.1096,0.4344,0,1
CUST-BEH-06983,0.5878,11.04,0.8036,0.2511,7,30,59,0.0425,0.25,2,2
CUST-BEH-06984,0.2662,8.3,0.7678,0.1621,0,8,16,0.1921,0.0815,2,2
CUST-BEH-06985,0.9871,2.52,0.411,0.4774,14,20,74,0.2947,0.2826,1,0
CUST-BEH-06986,0.3722,9.86,0.784,0.1652,24,28,66,-0.1622,0.0292,2,1
CUST-BEH-06987,0.3087,30.05,0.0974,0.4676,5,14,43,0.1639,0.2216,0,3
CUST-BEH-06988,0.9617,1.33,0.6314,0.3482,38,29,66,0.444,0.247,0,0
CUST-BEH-06989,0.6205,7.27,0.3186,0.4412,2,0,7,0.4742,0.2131,3,3
CUST-BEH-06990,0.5941,23.46,0.475,0.3556,12,6,19,0.2589,0.6482,2,5
CUST-BEH-06991,0.8403,8.53,0.6855,0.357,8,3,19,-0.0246,0.0413,0,1
CUST-BEH-06992,0.8233,26.56,0.7943,0.3793,2,2,5,-0.1898,0.1918,2,1
CUST-BEH-06993,0.7286,6.6,0.6847,0.093,2,24,49,-0.1233,0.3173,1,1
CUST-BEH-06994,0.9746,1.52,0.3132,0.6081,20,11,53,-0.1652,0.3437,0,0
CUST-BEH-06995,0.6369,11.85,0.6539,0.5155,18,25,67,0.4968,0.2304,0,3
CUST-BEH-06996,0.4109,12.35,0.8778,0.3286,23,30,59,-0.0129,0.1212,0,2
CUST-BEH-06997,0.4632,6.39,0.8161,0.0444,1,15,30,0.0673,0.109,0,2
CUST-BEH-06998,0.7946,20.58,0.2001,0.1403,11,6,53,0.276,0.16,0,1
CUST-BEH-06999,0.3269,22.35,0.8245,0.5135,4,3,8,-0.2456,0.3814,1,3
CUST-BEH-07000,0.6061,11.24,0.7723,0.2223,11,33,70,-0.1871,0.1286,2,1
CUST-BEH-07001,0.6458,11.22,0.502,0.2946,5,8,49,-0.1793,0.0512,0,1
CUST-BEH-07002,0.5051,11.59,0.7844,0.7354,4,4,19,-0.0392,0.3168,0,3
CUST-BEH-07003,0.4494,4.59,0.5949,0.2322,15,8,29,0.2519,0.3903,2,1
CUST-BEH-07004,0.6408,40.35,0.1163,0.2408,27,32,64,-0.139,0.2569,0,2
CUST-BEH-07005,0.6769,22.24,0.8276,0.2312,19,19,36,0.3247,0.0574,0,2
CUST-BEH-07006,0.291,6.08,0.61,0.4671,2,11,57,0.2247,0.1974,0,3
CUST-BEH-07007,0.788,3.45,0.6535,0.1708,25,0,74,0.3714,0.4417,1,1
CUST-BEH-07008,0.6624,6.2,0.4679,0.2833,1,30,59,-0.0515,0.1997,0,1
CUST-BEH-07009,0.6996,61.04,0.2005,0.5252,14,21,41,-0.2529,0.3185,0,2
CUST-BEH-07010,0.8824,16.44,0.8127,0.3361,0,1,18,0.4433,0.2032,3,1
CUST-BEH-07011,0.9656,1.29,0.9479,0.2106,37,7,71,-0.2722,0.0637,0,0
CUST-BEH-07012,0.6512,2.09,0.9468,0.3111,17,10,45,0.3929,0.1392,1,1
CUST-BEH-07013,0.9173,13.96,0.3849,0.3787,7,14,78,0.144,0.0179,3,1
CUST-BEH-07014,0.7494,7.81,0.3529,0.4512,13,16,34,0.4387,0.2787,2,1
CUST-BEH-07015,0.6384,10.3,0.7808,0.4304,14,25,80,-0.2723,0.0986,0,3
CUST-BEH-07016,0.4271,15.0,0.3785,0.2586,1,1,3,0.3019,0.4561,0,5
CUST-BEH-07017,0.7637,10.4,0.6079,0.2536,20,27,54,0.096,0.0929,2,1
CUST-BEH-07018,0.4567,23.76,0.2238,0.2013,20,13,36,0.1808,0.3691,0,5
CUST-BEH-07019,0.5917,12.67,0.2139,0.3045,32,24,57,0.3568,0.5518,0,5
CUST-BEH-07020,0.7343,17.29,0.8631,0.3021,7,6,25,0.0714,0.1075,0,1
CUST-BEH-07021,0.5206,12.11,0.2635,0.526,8,13,31,-0.3877,0.1916,0,3
CUST-BEH-07022,0.5013,2.39,0.5493,0.165,25,3,48,0.3865,0.27,0,1
CUST-BEH-07023,0.7579,16.86,0.2354,0.294,22,34,63,-0.015,0.4418,1,2
CUST-BEH-07024,0.4122,13.04,0.2732,0.3052,17,11,31,0.3217,0.7014,2,5
CUST-BEH-07025,0.6785,15.7,0.8294,0.0958,2,4,10,0.1353,0.3351,0,1
CUST-BEH-07026,0.5847,5.05,0.2039,0.1297,5,8,21,-0.3672,0.0932,0,1
CUST-BEH-07027,0.5782,24.28,0.2072,0.3031,11,8,23,0.2377,0.6407,0,5
CUST-BEH-07028,0.5783,44.83,0.3613,0.2253,18,35,76,-0.3105,0.1071,0,4
CUST-BEH-07029,0.7017,2.43,0.5737,0.2685,16,37,72,0.1141,0.122,0,1
CUST-BEH-07030,0.9509,1.0,0.7318,0.1332,17,17,39,-0.2211,0.2857,0,0
CUST-BEH-07031,0.6232,9.36,0.9749,0.3801,36,5,75,0.3525,0.0429,1,1
CUST-BEH-07032,0.9649,1.25,0.9373,0.2428,1,1,75,0.2755,0.1426,0,0
CUST-BEH-07033,0.3643,6.86,0.6203,0.6321,6,4,12,0.1224,0.0587,0,3
CUST-BEH-07034,0.4554,26.85,0.4535,0.157,27,26,64,0.3977,0.6651,0,5
CUST-BEH-07035,0.7067,11.39,0.7823,0.2441,2,12,28,0.1728,0.2245,2,1
CUST-BEH-07036,0.2941,14.42,0.4152,0.027,0,6,26,0.3607,0.3207,1,4
CUST-BEH-07037,0.676,3.34,0.4054,0.2535,19,18,40,0.14,0.1531,0,1
CUST-BEH-07038,0.8429,19.58,0.9594,0.1856,16,11,30,0.0216,0.1185,0,1
CUST-BEH-07039,0.4218,13.92,0.4588,0.5728,0,1,4,-0.3735,0.1307,0,3
CUST-BEH-07040,0.5311,17.84,0.1157,0.1557,15,16,46,0.4477,0.1517,2,1
CUST-BEH-07041,0.8832,2.17,0.7412,0.5156,24,20,44,-0.1121,0.2346,1,0
CUST-BEH-07042,0.5754,10.23,0.7341,0.0661,14,15,33,0.3245,0.0596,0,1
CUST-BEH-07043,0.6071,11.37,0.9328,0.1817,5,6,38,0.3403,0.4142,0,1
CUST-BEH-07044,0.3748,10.03,0.7929,0.349,10,29,68,0.4915,0.1793,0,1
CUST-BEH-07045,0.896,1.84,0.6399,0.2626,5,2,18,0.1429,0.2995,0,0
CUST-BEH-07046,0.8409,7.49,0.6775,0.6083,12,32,65,0.3684,0.2994,2,1
CUST-BEH-07047,0.9389,2.45,0.4872,0.1271,1,16,43,0.314,0.2309,0,0
CUST-BEH-07048,0.6722,2.98,0.8051,0.4587,5,11,22,0.2633,0.1753,0,1
CUST-BEH-07049,0.481,6.13,0.3608,0.1096,25,2,45,0.0205,0.0796,0,1
CUST-BEH-07050,0.4368,13.46,0.5448,0.2118,11,9,25,0.2588,0.1234,3,1
CUST-BEH-07051,0.5545,22.37,0.7152,0.3617,1,0,8,-0.2136,0.565,0,1
CUST-BEH-07052,0.5339,57.1,0.6183,0.2854,7,8,24,0.4965,0.1561,0,4
CUST-BEH-07053,0.4449,8.47,0.6328,0.0957,6,8,75,-0.0299,0.1092,0,1
CUST-BEH-07054,0.6104,65.06,0.267,0.2194,1,6,78,-0.1539,0.1309,0,4
CUST-BEH-07055,0.8886,3.92,0.341,0.2591,1,1,11,0.3753,0.0496,0,0
CUST-BEH-07056,0.81,39.11,0.5971,0.2214,37,14,73,0.111,0.1136,0,4
CUST-BEH-07057,0.9316,3.54,0.4889,0.1538,22,0,42,0.3657,0.171,0,0
CUST-BEH-07058,0.8858,1.26,0.5356,0.615,30,10,80,0.0721,0.1785,2,0
CUST-BEH-07059,0.9385,1.17,0.803,0.416,15,10,36,0.0685,0.457,0,0
CUST-BEH-07060,0.4596,27.97,0.4369,0.2905,7,6,13,0.2202,0.5276,0,5
CUST-BEH-07061,0.5193,13.5,0.4627,0.2615,14,14,37,0.1657,0.6689,0,5
CUST-BEH-07062,0.8999,3.54,0.7986,0.5635,23,18,67,0.2843,0.6084,0,0
CUST-BEH-07063,0.3619,25.84,0.7797,0.1552,23,0,50,0.0883,0.293,1,1
CUST-BEH-07064,0.4876,9.41,0.3395,0.3531,12,27,57,0.3291,0.4053,0,1
CUST-BEH-07065,0.6106,20.93,0.7617,0.1133,15,1,29,-0.0155,0.1914,2,1
CUST-BEH-07066,0.6877,31.05,0.6259,0.3507,5,0,12,0.2388,0.3589,1,4
CUST-BEH-07067,0.2549,8.39,0.6114,0.2942,11,11,47,0.3617,0.1508,0,4
CUST-BEH-07068,0.2565,12.63,0.7101,0.1117,24,21,56,-0.3923,0.1046,0,4
CUST-BEH-07069,0.8859,16.47,0.7756,0.137,15,0,33,0.4792,0.231,0,1
CUST-BEH-07070,0.4841,9.64,0.4086,0.3618,8,4,25,0.269,0.2557,3,1
CUST-BEH-07071,0.6951,16.84,0.336,0.5991,0,8,63,0.0218,0.1145,0,3
CUST-BEH-07072,0.5756,28.93,0.383,0.0984,1,21,45,-0.383,0.0859,2,1
